7257dcbe65eb48175943d3d4cf3b60dd4c392623786c3e56307b89995191c9ee,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM customer as cus
JOIN ""order"" as ord
ON ord.customer_id = cus.id
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN category as cat
ON cat.id = sub.category_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,91.61133313179016,100.27780842781067,56
21eee5600de1d419fa0616fba5125d5ef6cd1ee6b940978bb3a6cf9ceaaba40f,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN category as cat
ON cat.id = sub.category_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,108.25310444831848,100.75765085220337,57
54eab6a9ee63f8d210d26a4aa34ba88a06c2de6940729d7930bc1c318adbec75,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM subcategory as sub
JOIN product as prod
ON prod.subcategory_id = sub.id
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN category as cat
ON cat.id = sub.category_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,95.14411401748657,107.06345057487488,58
f67f73f52fc86fdb4f85b3aa8745d856792fb5cdbf8d256c5b0e9ba4b5774a9e,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM product as prod
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,103.7270097732544,108.77257800102234,59
874d8293a76c917bc1c6b939cd24c51b196fbbbe3c7fda5f0ddd37c585c8a7c2,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM deliverer as del
JOIN ""order"" as ord
ON ord.deliverer_id = del.id
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN category as cat
ON cat.id = sub.category_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,146.67101311683655,98.78590822219849,60
2a2898e3e3e6322a79fbd0bc2ac79dfe147d9117d5cbcd1fd55f144245da737c,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,101.86443877220154,103.21971154212952,61
28c9d2c5db2219573f9746ca18a8671dbb0572070ec67bd08c6bce025c446937,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM ""order"" as ord
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,102.58701014518738,108.2268009185791,62
44f3f04b7e6a97376ee1e76ebbeda09e681b3076b541d69138503f96c7110f00,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN category as cat
ON cat.id = sub.category_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,106.08978343009949,107.05157232284546,63
229d07bc257ed046e47cd8e67ecfb098154c17b96d9032748e94acc37ffcc882,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM ""order"" as ord
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,110.31333565711975,104.76497530937195,64
9b9a6f3311abd59fefcd8dd03861ac503eae147f1c432c125fbbfa433795d59b,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM product as prod
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,106.88462376594543,107.91687679290771,65
4daa8c95458d4743a97ee795673c5617d653ed32bcbeadf78f2cd5c261376662,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM product as prod
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,96.67954778671265,104.26186680793762,66
79017b5c26d095aadf579ca0ba18b2ac36a48b6b0b7f92a888fbda8170850e3c,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,106.57305598258972,106.19900369644165,67
999a33e77d6b53deb373a10a150d4c63122b6f6d305d247ad6029d8b7b05a1f8,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM ""order"" as ord
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,129.2653307914734,104.79154634475708,68
1b8ae5793f723932717b491af570410647a9681e6c9a3f1b598e344f88da2483,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM product as prod
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,102.01892447471619,101.94951319694519,69
c6b5186d24279b3c1cb5a116dfa625c54eff53bae1a30254c2790f827797e5b2,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,105.47271752357483,103.32845902442932,70
a503bac62ce387fb4660a05b6647b73f04be768d16555ca5cc394fa93a5b1573,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM subcategory as sub
JOIN product as prod
ON prod.subcategory_id = sub.id
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,96.12165379524231,103.39670968055725,71
a8e2c01090ecc3297e62a92c546e03ef28dd20493f9100f3e577cc06d279ea2a,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN category as cat
ON cat.id = sub.category_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,111.44137454032898,101.56689262390137,72
c6b5186d24279b3c1cb5a116dfa625c54eff53bae1a30254c2790f827797e5b2,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,103.47510051727295,101.4190890789032,73
441482319d62c22a602f782333e3038aa2d723e17e0ba063982b1e4ae9cb6f96,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,110.85247087478638,102.45141816139221,74
53f266cd98ddd738cf51e33bbaaf87b9ed721e9927f262415bff79836c4435a1,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM product as prod
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,108.28383541107178,103.01424360275269,75
93ddf1f9d73c418dcf72da45d10d13a41bd1bef98a99cc0f1af9c809d2d04a48,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM ""order"" as ord
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,109.298513174057,107.07043385505676,76
03ed82e9d4fc3f8081028973f7d706861b8d6c94a243b42b29cf351eb87771f1,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,110.78306841850281,102.54276037216187,77
3e9b70908fd1a45c7134908c04b0da22ef9ae1947e095a17edf2d67ad1c48b55,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM ""order"" as ord
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,114.59895038604736,98.73681950569153,78
834fd8776db71082a6d213a271ef5a14e707c03195bbd22cfdfe26492a2e9fd8,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM ""order"" as ord
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN category as cat
ON cat.id = sub.category_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,113.02468466758728,101.68540382385254,79
a8e2c01090ecc3297e62a92c546e03ef28dd20493f9100f3e577cc06d279ea2a,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN category as cat
ON cat.id = sub.category_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,113.23584079742432,102.61116147041321,80
33eb409d504593bac4f75676051585f9aac5b012df2c425da9fe774c0af226c7,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM deliverer as del
JOIN ""order"" as ord
ON ord.deliverer_id = del.id
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,153.59041500091553,101.73029112815857,81
f67f73f52fc86fdb4f85b3aa8745d856792fb5cdbf8d256c5b0e9ba4b5774a9e,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM product as prod
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,107.99563980102539,102.59456300735474,82
00c98121e78d586720ec3062f2f4109f91db9e87d4072b194ff6a8b9932dc832,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM product as prod
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,98.5669105052948,104.1320173740387,83
4e01557f0a5275318d947b6aa9d74e5fdb0a052a981d47ab7d2a0b88664ecec3,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM product as prod
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,90.25874018669128,103.11603212356567,84
e4585d1f8be9d9f6ad53459799c992db6fbc24ccac05e03961e33756ecf59cb5,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM product as prod
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,103.95773553848267,103.73638248443604,85
bfc36ef6fbe6900c62bb3f4e0a4f27ed2b3ccc35b0e16e8b9c448b0c4ae65700,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,105.6293523311615,105.49565315246582,86
6b87fbfe0354abce51643050daa3c9e63ceeffa7c2077772e1ef29f8417b92b2,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN category as cat
ON cat.id = sub.category_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,107.78047919273376,99.64144349098206,87
45916a284cde129d987319da6cef48c9bd867ff0a2da7d5baf4c230f7f26714b,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM product as prod
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,84.78254461288452,102.79388928413391,88
ba4bd5f35874bc91dfa4abc96ba2eb11ffce3a8818c352d0b242fff56c03d07f,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,107.98402190208435,104.6348671913147,89
33eb409d504593bac4f75676051585f9aac5b012df2c425da9fe774c0af226c7,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM deliverer as del
JOIN ""order"" as ord
ON ord.deliverer_id = del.id
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,146.45397877693176,100.44525790214539,90
ba4bd5f35874bc91dfa4abc96ba2eb11ffce3a8818c352d0b242fff56c03d07f,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,109.21820497512817,104.45760703086853,91
df53bd567d6d3d9ba5a796cd763a2d3335a396377d8ef5c04a6850ebc54a230c,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN category as cat
ON cat.id = sub.category_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,104.62678933143616,100.71693062782288,92
9769f33fe483b94b32554bf6473e141768cee72471d1a538306ad979f314bb4e,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM category as cat
JOIN subcategory as sub
ON sub.category_id = cat.id
JOIN product as prod
ON prod.subcategory_id = sub.id
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,86.34972023963928,104.50517201423645,93
f67f73f52fc86fdb4f85b3aa8745d856792fb5cdbf8d256c5b0e9ba4b5774a9e,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM product as prod
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,104.25475883483887,103.77164554595947,94
3309fd4595800d1bd0b7b962189e5cf9572ef17057c7beb3778d0df5afeb6399,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM ""order"" as ord
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,151.01343655586243,101.31374883651733,95
d3be0b867b9d20cfed33c33546c04c2ec65ba30e4aa1d95dc79818104ea74261,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,107.7424681186676,108.21223378181458,96
21eee5600de1d419fa0616fba5125d5ef6cd1ee6b940978bb3a6cf9ceaaba40f,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN category as cat
ON cat.id = sub.category_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,105.23512053489685,99.73170852661133,97
272a7059dcdd1d15c6415e64dd830e621d0b09db540cf74542d3c9fbceaf5df6,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM ""order"" as ord
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,93.11828112602234,110.22571468353271,98
